,ershoufanglianjie,text,xiaoquyu
65,https://xm.lianjia.com/ershoufang/binhaishequ/,滨海社区,binhaishequ
66,https://xm.lianjia.com/ershoufang/dongfu/,东孚,dongfu
67,https://xm.lianjia.com/ershoufang/haicangwaiguoyupianqu/,海沧外国语片区,haicangwaiguoyupianqu
68,https://xm.lianjia.com/ershoufang/haicangtiyuzhongxin/,海沧体育中心,haicangtiyuzhongxin
69,https://xm.lianjia.com/ershoufang/haicangshenghuoqu/,海沧生活区,haicangshenghuoqu
70,https://xm.lianjia.com/ershoufang/haicangquzhengfu/,海沧区政府,haicangquzhengfu
71,https://xm.lianjia.com/ershoufang/haicangnongchang/,海沧农场,haicangnongchang
72,https://xm.lianjia.com/ershoufang/jiaosonglu/,角嵩路,jiaosonglu
73,https://xm.lianjia.com/ershoufang/jiaomei/,角美,jiaomei
74,https://xm.lianjia.com/ershoufang/maluanwan/,马銮湾,maluanwan
75,https://xm.lianjia.com/ershoufang/weilaihaianbeishida/,未来海岸北师大,weilaihaianbeishida
76,https://xm.lianjia.com/ershoufang/xinyanggongyequ/,新阳工业区,xinyanggongyequ
77,https://xm.lianjia.com/ershoufang/guankou/,灌口,guankou
78,https://xm.lianjia.com/ershoufang/jimeiqita/,集美其它,jimeiqita
79,https://xm.lianjia.com/ershoufang/jimeixincheng/,集美新城,jimeixincheng
80,https://xm.lianjia.com/ershoufang/jinyuan/,锦园,jinyuan
81,https://xm.lianjia.com/ershoufang/jimeiwenjiaoqu/,集美文教区,jimeiwenjiaoqu
82,https://xm.lianjia.com/ershoufang/xinglinqiaotou/,杏林桥头,xinglinqiaotou
83,https://xm.lianjia.com/ershoufang/xingjinlu/,杏锦路,xingjinlu
84,https://xm.lianjia.com/ershoufang/xingbei/,杏北,xingbei
85,https://xm.lianjia.com/ershoufang/xingxi/,杏西,xingxi
86,https://xm.lianjia.com/ershoufang/xingnan/,杏南,xingnan
87,https://xm.lianjia.com/ershoufang/xiamenbeizhanshangyequ/,厦门北站商业区,xiamenbeizhanshangyequ
88,https://xm.lianjia.com/ershoufang/xingdong/,杏东,xingdong
89,https://xm.lianjia.com/ershoufang/dadengdao/,大嶝岛,dadengdao
90,https://xm.lianjia.com/ershoufang/maxiang/,马巷,maxiang
91,https://xm.lianjia.com/ershoufang/xindian/,新店,xindian
92,https://xm.lianjia.com/ershoufang/xianganqita/,翔安其他,xianganqita
93,https://xm.lianjia.com/ershoufang/jimeiqita/,集美其它,jimeiqita
94,https://xm.lianjia.com/ershoufang/tonganqita/,同安其它,tonganqita
95,https://xm.lianjia.com/ershoufang/tonganqu/,同安区,tonganqu
96,https://xm.lianjia.com/ershoufang/xianganqita/,翔安其他,xianganqita
