,text,ershoufanglianjie,xiaoquyu
65,月浦,https://sh.lianjia.com/xiaoqu/yuepu/,yuepu
66,杨行,https://sh.lianjia.com/xiaoqu/yanghang/,yanghang
67,张庙,https://sh.lianjia.com/xiaoqu/zhangmiao/,zhangmiao
68,长桥,https://sh.lianjia.com/xiaoqu/changqiao/,changqiao
69,漕河泾,https://sh.lianjia.com/xiaoqu/caohejing/,caohejing
70,华东理工,https://sh.lianjia.com/xiaoqu/huadongligong/,huadongligong
71,华泾,https://sh.lianjia.com/xiaoqu/huajing/,huajing
72,衡山路,https://sh.lianjia.com/xiaoqu/hengshanlu/,hengshanlu
73,建国西路,https://sh.lianjia.com/xiaoqu/jianguoxilu/,jianguoxilu
74,康健,https://sh.lianjia.com/xiaoqu/kangjian/,kangjian
75,龙华,https://sh.lianjia.com/xiaoqu/longhua/,longhua
76,上海南站,https://sh.lianjia.com/xiaoqu/shanghainanzhan/,shanghainanzhan
77,田林,https://sh.lianjia.com/xiaoqu/tianlin/,tianlin
78,万体馆,https://sh.lianjia.com/xiaoqu/wantiguan/,wantiguan
79,徐汇滨江,https://sh.lianjia.com/xiaoqu/xuhuibinjiang/,xuhuibinjiang
80,徐家汇,https://sh.lianjia.com/xiaoqu/xujiahui/,xujiahui
81,斜土路,https://sh.lianjia.com/xiaoqu/xietulu/,xietulu
82,植物园,https://sh.lianjia.com/xiaoqu/zhiwuyuan/,zhiwuyuan
83,长寿路,https://sh.lianjia.com/xiaoqu/changshoulu/,changshoulu
84,长风,https://sh.lianjia.com/xiaoqu/changfeng1/,changfeng1
85,曹杨,https://sh.lianjia.com/xiaoqu/caoyang/,caoyang
86,长征,https://sh.lianjia.com/xiaoqu/changzheng/,changzheng
87,光新,https://sh.lianjia.com/xiaoqu/guangxin/,guangxin
88,甘泉宜川,https://sh.lianjia.com/xiaoqu/ganquanyichuan/,ganquanyichuan
89,桃浦,https://sh.lianjia.com/xiaoqu/taopu/,taopu
90,武宁,https://sh.lianjia.com/xiaoqu/wuning/,wuning
91,万里,https://sh.lianjia.com/xiaoqu/wanli/,wanli
92,真光,https://sh.lianjia.com/xiaoqu/zhenguang/,zhenguang
93,中远两湾城,https://sh.lianjia.com/xiaoqu/zhongyuanliangwancheng/,zhongyuanliangwancheng
94,真如,https://sh.lianjia.com/xiaoqu/zhenru/,zhenru
95,鞍山,https://sh.lianjia.com/xiaoqu/anshan/,anshan
96,东外滩,https://sh.lianjia.com/xiaoqu/dongwaitan/,dongwaitan
97,黄兴公园,https://sh.lianjia.com/xiaoqu/huangxinggongyuan/,huangxinggongyuan
98,控江路,https://sh.lianjia.com/xiaoqu/kongjianglu/,kongjianglu
99,五角场,https://sh.lianjia.com/xiaoqu/wujiaochang/,wujiaochang
100,新江湾城,https://sh.lianjia.com/xiaoqu/xinjiangwancheng/,xinjiangwancheng
101,周家嘴路,https://sh.lianjia.com/xiaoqu/zhoujiazuilu/,zhoujiazuilu
102,中原,https://sh.lianjia.com/xiaoqu/zhongyuan1/,zhongyuan1
103,北新泾,https://sh.lianjia.com/xiaoqu/beixinjing/,beixinjing
104,古北,https://sh.lianjia.com/xiaoqu/gubei/,gubei
105,虹桥,https://sh.lianjia.com/xiaoqu/hongqiao1/,hongqiao1
106,天山,https://sh.lianjia.com/xiaoqu/tianshan/,tianshan
107,西郊,https://sh.lianjia.com/xiaoqu/xijiao/,xijiao
108,新华路,https://sh.lianjia.com/xiaoqu/xinhualu/,xinhualu
109,仙霞,https://sh.lianjia.com/xiaoqu/xianxia/,xianxia
110,镇宁路,https://sh.lianjia.com/xiaoqu/zhenninglu/,zhenninglu
111,中山公园,https://sh.lianjia.com/xiaoqu/zhongshangongyuan/,zhongshangongyuan
112,车墩,https://sh.lianjia.com/xiaoqu/chedun/,chedun
113,九亭,https://sh.lianjia.com/xiaoqu/jiuting/,jiuting
114,泖港,https://sh.lianjia.com/xiaoqu/maogang/,maogang
115,石湖荡,https://sh.lianjia.com/xiaoqu/shihudang/,shihudang
116,莘闵别墅,https://sh.lianjia.com/xiaoqu/shenminbieshu/,shenminbieshu
117,松江新城,https://sh.lianjia.com/xiaoqu/songjiangxincheng/,songjiangxincheng
118,佘山,https://sh.lianjia.com/xiaoqu/sheshan/,sheshan
119,松江大学城,https://sh.lianjia.com/xiaoqu/songjiangdaxuecheng/,songjiangdaxuecheng
120,泗泾,https://sh.lianjia.com/xiaoqu/sijing/,sijing
121,松江老城,https://sh.lianjia.com/xiaoqu/songjianglaocheng/,songjianglaocheng
122,新桥,https://sh.lianjia.com/xiaoqu/xinqiao/,xinqiao
123,小昆山,https://sh.lianjia.com/xiaoqu/xiaokunshan/,xiaokunshan
124,新浜,https://sh.lianjia.com/xiaoqu/xinbang/,xinbang
125,叶榭,https://sh.lianjia.com/xiaoqu/yexie/,yexie
126,安亭,https://sh.lianjia.com/xiaoqu/anting/,anting
127,丰庄,https://sh.lianjia.com/xiaoqu/fengzhuang/,fengzhuang
128,华亭,https://sh.lianjia.com/xiaoqu/huating/,huating
129,嘉定老城,https://sh.lianjia.com/xiaoqu/jiadinglaocheng/,jiadinglaocheng
130,嘉定新城,https://sh.lianjia.com/xiaoqu/jiadingxincheng/,jiadingxincheng
131,菊园新区,https://sh.lianjia.com/xiaoqu/juyuanxinqu/,juyuanxinqu
132,江桥,https://sh.lianjia.com/xiaoqu/jiangqiao/,jiangqiao
133,马陆,https://sh.lianjia.com/xiaoqu/malu/,malu
134,南翔,https://sh.lianjia.com/xiaoqu/nanxiang/,nanxiang
135,上大,https://sh.lianjia.com/xiaoqu/shangda/,shangda
136,外冈,https://sh.lianjia.com/xiaoqu/waigang/,waigang
137,新成路,https://sh.lianjia.com/xiaoqu/xinchenglu1/,xinchenglu1
138,徐行,https://sh.lianjia.com/xiaoqu/xuxing/,xuxing
139,打浦桥,https://sh.lianjia.com/xiaoqu/dapuqiao/,dapuqiao
140,董家渡,https://sh.lianjia.com/xiaoqu/dongjiadu/,dongjiadu
141,黄浦滨江,https://sh.lianjia.com/xiaoqu/huangpubinjiang/,huangpubinjiang
142,淮海中路,https://sh.lianjia.com/xiaoqu/huaihaizhonglu/,huaihaizhonglu
143,老西门,https://sh.lianjia.com/xiaoqu/laoximen/,laoximen
144,南京东路,https://sh.lianjia.com/xiaoqu/nanjingdonglu/,nanjingdonglu
145,蓬莱公园,https://sh.lianjia.com/xiaoqu/penglaigongyuan/,penglaigongyuan
146,人民广场,https://sh.lianjia.com/xiaoqu/renminguangchang/,renminguangchang
147,世博滨江,https://sh.lianjia.com/xiaoqu/shibobinjiang/,shibobinjiang
148,五里桥,https://sh.lianjia.com/xiaoqu/wuliqiao/,wuliqiao
149,新天地,https://sh.lianjia.com/xiaoqu/xintiandi/,xintiandi
150,豫园,https://sh.lianjia.com/xiaoqu/yuyuan/,yuyuan
151,曹家渡,https://sh.lianjia.com/xiaoqu/caojiadu/,caojiadu
152,静安寺,https://sh.lianjia.com/xiaoqu/jingansi/,jingansi
153,江宁路,https://sh.lianjia.com/xiaoqu/jiangninglu/,jiangninglu
154,南京西路,https://sh.lianjia.com/xiaoqu/nanjingxilu/,nanjingxilu
155,不夜城,https://sh.lianjia.com/xiaoqu/buyecheng/,buyecheng
156,大宁,https://sh.lianjia.com/xiaoqu/daning/,daning
157,彭浦,https://sh.lianjia.com/xiaoqu/pengpu/,pengpu
158,西藏北路,https://sh.lianjia.com/xiaoqu/xizangbeilu/,xizangbeilu
159,永和,https://sh.lianjia.com/xiaoqu/yonghe/,yonghe
160,阳城,https://sh.lianjia.com/xiaoqu/yangcheng/,yangcheng
161,闸北公园,https://sh.lianjia.com/xiaoqu/zhabeigongyuan/,zhabeigongyuan
162,北外滩,https://sh.lianjia.com/xiaoqu/beiwaitan/,beiwaitan
163,江湾镇,https://sh.lianjia.com/xiaoqu/jiangwanzhen/,jiangwanzhen
164,鲁迅公园,https://sh.lianjia.com/xiaoqu/luxungongyuan/,luxungongyuan
165,凉城,https://sh.lianjia.com/xiaoqu/liangcheng/,liangcheng
166,临平路,https://sh.lianjia.com/xiaoqu/linpinglu/,linpinglu
167,曲阳,https://sh.lianjia.com/xiaoqu/quyang/,quyang
168,四川北路,https://sh.lianjia.com/xiaoqu/sichuanbeilu/,sichuanbeilu
169,白鹤,https://sh.lianjia.com/xiaoqu/baihe/,baihe
170,重固,https://sh.lianjia.com/xiaoqu/chonggu/,chonggu
171,华新,https://sh.lianjia.com/xiaoqu/huaxin/,huaxin
172,金泽,https://sh.lianjia.com/xiaoqu/jinze/,jinze
173,练塘,https://sh.lianjia.com/xiaoqu/liantang1/,liantang1
174,夏阳,https://sh.lianjia.com/xiaoqu/xiayang/,xiayang
175,徐泾,https://sh.lianjia.com/xiaoqu/xujing/,xujing
176,香花桥,https://sh.lianjia.com/xiaoqu/xianghuaqiao/,xianghuaqiao
177,盈浦,https://sh.lianjia.com/xiaoqu/yingpu/,yingpu
178,赵巷,https://sh.lianjia.com/xiaoqu/zhaoxiang/,zhaoxiang
179,朱家角,https://sh.lianjia.com/xiaoqu/zhujiajiao/,zhujiajiao
180,奉贤金汇,https://sh.lianjia.com/xiaoqu/fengxianjinhui/,fengxianjinhui
181,奉城,https://sh.lianjia.com/xiaoqu/fengcheng/,fengcheng
182,海湾,https://sh.lianjia.com/xiaoqu/haiwan/,haiwan
183,南桥,https://sh.lianjia.com/xiaoqu/nanqiao/,nanqiao
184,青村,https://sh.lianjia.com/xiaoqu/qingcun/,qingcun
185,四团,https://sh.lianjia.com/xiaoqu/situan/,situan
186,西渡,https://sh.lianjia.com/xiaoqu/xidu/,xidu
187,柘林,https://sh.lianjia.com/xiaoqu/zhelin/,zhelin
188,庄行,https://sh.lianjia.com/xiaoqu/zhuanghang/,zhuanghang
189,漕泾,https://sh.lianjia.com/xiaoqu/caojing/,caojing
190,枫泾,https://sh.lianjia.com/xiaoqu/fengjing/,fengjing
191,金山,https://sh.lianjia.com/xiaoqu/jinshan1/,jinshan1
192,吕巷,https://sh.lianjia.com/xiaoqu/luxiang/,luxiang
193,廊下,https://sh.lianjia.com/xiaoqu/langxia/,langxia
194,石化,https://sh.lianjia.com/xiaoqu/shihua/,shihua
195,山阳,https://sh.lianjia.com/xiaoqu/shanyang/,shanyang
196,亭林,https://sh.lianjia.com/xiaoqu/tinglin/,tinglin
197,张堰,https://sh.lianjia.com/xiaoqu/zhangyan/,zhangyan
198,朱泾,https://sh.lianjia.com/xiaoqu/zhujing/,zhujing
199,堡镇,https://sh.lianjia.com/xiaoqu/baozhen/,baozhen
200,长兴岛,https://sh.lianjia.com/xiaoqu/changxingdao21211/,changxingdao21211
201,陈家镇,https://sh.lianjia.com/xiaoqu/chenjiazhen/,chenjiazhen
202,崇明新城,https://sh.lianjia.com/xiaoqu/chongmingxincheng/,chongmingxincheng
203,崇明其它,https://sh.lianjia.com/xiaoqu/chongmingqita/,chongmingqita
204,横沙岛,https://sh.lianjia.com/xiaoqu/hengshadao/,hengshadao
205,常熟市,https://sh.lianjia.com/xiaoqu/changshushi/,changshushi
206,海门,https://sh.lianjia.com/xiaoqu/haimen/,haimen
207,嘉兴,https://sh.lianjia.com/xiaoqu/jiaxing/,jiaxing
208,昆山,https://sh.lianjia.com/xiaoqu/kunshan1/,kunshan1
209,南通,https://sh.lianjia.com/xiaoqu/nantong/,nantong
210,启东,https://sh.lianjia.com/xiaoqu/qidong1/,qidong1
211,上海周边,https://sh.lianjia.com/xiaoqu/shanghaizhoubian2/,shanghaizhoubian2
212,苏州,https://sh.lianjia.com/xiaoqu/suzhou/,suzhou
213,太仓,https://sh.lianjia.com/xiaoqu/taicang212/,taicang212
